,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
192,Samiullah Shinwari,Afghanistan,39,Batting Allrounder ,Right Handed Bat ,Right-arm legbreak,0,84,64,0,0,74,56,0,0,1811,1013,0,0,2765,858,0,0,96,61,0,0,29.21,22.02,0,0,65.50,118.07,0,0,137,76,0,0,26,37,0,0,1,2,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,1729,10,45,4.91,634,688,0,28,6.51,0,0,0,0,0
193,Mohammad Nabi,Afghanistan,41,Bowling Allrounder ,Right Handed Bat ,Right-arm offbreak,3,178,152,24,6,156,141,19,33,3780,2481,215,68,4302,1822,150,24,136,89,31,5.5,27.19,22.35,13.44,48.53,87.87,136.17,143.34,4,242,169,18,1,122,126,11,3,6,9,1,0,18,7,0,0,2,0,0,0,0,0,0,546,254,17,8,2.79,8054,5806,53,177,4.33,2500,3056,5,111,7.33,417,517,0,15,7.44
194,Rashid Khan,Afghanistan,27,Bowling Allrounder ,Right Handed Bat ,Right-arm legbreak,6,123,116,153,9,95,71,74,154,1469,623,635,180,1416,480,406,51,60,48,79,17.11,18.83,14.49,13.8,85.56,103.75,129.80,156.41,18,128,41,45,4,51,40,43,0,8,8,16,1,5,0,1,0,0,0,0,0,0,0,0,1864,920,53,45,2.96,6174,4392,39,226,4.27,2652,2684,2,193,6.07,3530,4282,4,179,7.28
195,Mohammad Shahzad,Afghanistan,39,WK-Batsman ,Right Handed Bat,,2,84,72,0,4,84,73,0,69,2727,2048,0,133,3081,1550,0,40,131,118,0,17.25,33.67,29.26,0,51.88,88.52,132.13,0,12,323,229,0,1,55,76,0,0,4,4,0,0,14,12,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Aftab Alam,Afghanistan,33,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,27,12,0,0,17,5,0,0,80,2,0,0,107,9,0,0,16,1,0,0,11.43,1,0,0,74.77,22.23,0,0,9,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1033,14,41,4.93,245,324,0,11,7.93,0,0,0,0,0
197,Dawlat Zadran,Afghanistan,38,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,82,33,0,0,56,17,0,0,513,68,0,0,664,42,0,0,47,13,0,0,17.1,7.56,0,0,77.26,161.91,0,0,40,4,0,0,21,6,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769,3423,42,115,5.45,741,980,2,40,7.94,0,0,0,0,0
198,Hamid Hassan,Afghanistan,39,Bowler ,Right Handed Bat ,Right-arm fast,0,38,25,0,0,22,9,0,0,107,50,0,0,195,46,0,0,17,22,0,0,6.69,16.67,0,0,54.88,108.70,0,0,10,3,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,1331,25,59,4.61,544,580,2,35,6.4,0,0,0,0,0
199,Mujeeb Ur,Afghanistan,25,Bowler ,Right Handed Bat ,Right-arm offbreak,1,75,66,20,2,40,19,7,18,236,94,12,17,262,78,15,15,64,23,10,9,9.08,10.44,4,105.89,90.08,120.52,80.00,2,25,13,2,1,9,3,0,0,12,3,2,0,1,0,0,0,0,0,0,0,0,0,0,90,75,1,1,5,3968,2863,39,101,4.33,1462,1591,2,87,6.53,446,620,0,20,8.34
200,Azmatullah Omarzai,Afghanistan,26,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,2,48,67,19,3,40,56,11,4,1254,872,151,16,1273,685,101,4,149,64,38,1.33,39.19,19.38,15.1,25.00,98.51,127.30,149.51,0,90,53,11,0,56,43,10,2,3,6,0,0,9,2,0,0,1,0,0,0,0,0,0,264,141,6,1,3.2,1584,1471,9,52,5.57,980,1342,1,55,8.22,354,568,0,15,9.63
201,Darwish Rasooli,Afghanistan,26,Batsman ,Right Handed Bat ,Right-arm offbreak,0,5,29,0,0,5,27,0,0,60,517,0,0,58,420,0,0,24,84,0,0,12,20.68,0,0,103.45,123.10,0,0,3,38,0,0,2,17,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Fazalhaq Farooqi,Afghanistan,25,Bowler ,Right Handed Bat ,Left-arm fast-medium,0,44,55,12,0,21,16,3,0,21,17,5,0,67,37,15,0,6,4,2,0,3.5,4.25,0,0,31.35,45.95,33.34,0,2,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,1810,18,54,5.82,1149,1369,4,66,7.15,254,437,0,6,10.32
203,AM Ghazanfar,Afghanistan,20,Bowler ,Right Handed Bat ,Right-arm offbreak,1,21,5,11,1,11,3,1,6,65,7,2,4,66,9,3,6,31,7,2,6,6.5,2.33,0,150.00,98.49,77.78,66.67,0,4,0,0,1,4,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,218,161,3,4,4.43,835,630,7,30,4.53,96,96,1,2,6,233,389,0,15,10.02
204,Ibrahim Zadran,Afghanistan,24,Batsman ,Right Handed Bat ,Right-arm fast-medium,8,46,66,0,16,46,66,0,602,2109,1876,0,1234,2573,1634,0,114,177,95,0,37.63,49.05,32.91,0,48.79,81.97,114.82,0,73,204,174,0,4,33,45,0,2,2,1,0,4,10,16,0,1,7,0,0,0,0,0,0,12,13,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Karim Janat,Afghanistan,28,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,2,3,75,1,4,3,56,0,95,32,759,0,182,47,645,0,41,22,56,0,31.67,10.67,16.87,0,52.20,68.09,117.68,0,9,1,53,0,2,2,33,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,150,105,3,0,4.2,78,90,0,0,6.92,847,1161,0,42,8.22,6,30,0,0,30
206,Naveen,Afghanistan,26,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,15,48,18,0,10,14,6,0,37,44,18,0,54,65,25,0,10,13,13,0,7.4,4.89,18,0,68.52,67.70,72.00,0,5,5,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,708,2,22,6.15,967,1255,2,67,7.79,387,591,0,25,9.16
207,Noor Ahmad,Afghanistan,21,Bowler ,Right Handed Bat ,Left-arm wrist-spin,0,13,27,51,0,6,14,17,0,46,85,31,0,64,86,58,0,26,15,8,0,9.2,8.5,2.82,0,71.88,98.84,53.45,0,5,2,2,0,0,7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,644,1,10,6.09,492,622,0,20,7.59,1098,1495,0,61,8.17
208,Rahmanullah Gurbaz,Afghanistan,24,WK-Batsman ,Right Handed Bat,,3,59,88,18,6,59,88,18,133,2165,2280,363,235,2387,1684,269,46,151,100,81,22.17,37.33,25.91,21.35,56.60,90.70,135.40,134.95,11,196,180,34,4,85,122,22,0,3,11,2,0,8,13,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Shahidullah Kamal,Afghanistan,27,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,3,3,7,0,4,3,6,0,63,39,104,0,118,71,81,0,29,37,49,0,21,13,26,0,53.39,54.93,128.40,0,8,2,10,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,1,0,1.2,18,16,0,0,5.33,18,31,0,1,10.33,0,0,0,0,0
210,Afsar Zazai,Afghanistan,33,WK-Batsman ,Right Handed Bat,,10,17,8,0,17,16,8,0,378,264,141,0,756,487,172,0,113,60,48,0,23.63,17.6,17.63,0,50.00,54.21,81.98,0,34,15,9,0,5,0,3,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Lahiru Thirimanne,Sri Lanka,37,Batsman ,Left Handed Bat ,Right-arm medium,44,127,26,0,85,105,20,0,2088,3164,291,0,5294,4389,267,0,155,139,44,0,26.43,34.77,16.17,0,39.45,72.09,108.99,0,207,244,27,0,3,25,5,0,11,7,1,0,10,21,0,0,3,4,0,0,0,0,0,0,84,51,1,0,3.64,104,94,0,3,5.42,0,0,0,0,0,0,0,0,0,0
212,Dimuth Karunaratne,Sri Lanka,38,Batsman ,Left Handed Bat ,Right-arm medium,100,50,0,0,191,46,0,0,7222,1316,0,0,14024,1655,0,0,244,103,0,0,39.25,31.33,0,0,51.50,79.52,0,0,764,131,0,0,12,1,0,0,13,4,0,0,39,11,0,0,16,1,0,0,1,0,0,0,312,202,5,2,3.88,16,18,0,0,6.75,0,0,0,0,0,0,0,0,0,0
213,Avishka Fernando,Sri Lanka,28,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,51,39,0,0,50,37,0,0,1589,376,0,0,1787,408,0,0,127,37,0,0,31.78,11.06,0,0,88.92,92.16,0,0,165,28,0,0,31,8,0,0,5,5,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Angelo Mathews,Sri Lanka,39,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,119,226,90,49,212,194,73,42,8214,5916,1416,724,16970,7135,1175,575,200,139,81,65,44.4,40.52,27.76,23.35,48.41,82.92,120.52,125.92,835,468,92,44,90,90,50,29,6,16,1,3,45,40,6,1,16,3,0,0,1,0,0,0,3978,1798,161,33,2.71,5324,4110,56,126,4.63,1169,1389,4,45,7.13,791,1079,0,27,8.18
215,Dhananjaya de,Sri Lanka,35,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,69,93,48,0,123,85,47,0,4431,1924,890,0,7638,2469,768,0,173,93,66,0,38.2,25.65,20.7,0,58.02,77.93,115.89,0,534,191,77,0,38,17,18,0,11,4,2,0,20,10,3,0,13,0,0,0,0,0,0,0,4233,2348,85,43,3.33,2370,2011,1,48,5.09,310,353,0,17,6.83,0,0,0,0,0
216,Milinda Siriwardana,Sri Lanka,40,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,5,27,22,0,9,24,19,0,298,516,275,0,454,525,208,0,68,66,42,0,33.11,22.43,17.19,0,65.64,98.29,132.22,0,32,39,16,0,11,13,12,0,1,1,4,0,2,3,0,0,0,0,0,0,0,0,0,0,413,257,6,11,3.73,601,547,2,9,5.46,138,206,0,8,8.96,0,0,0,0,0
217,Thisara Perera,Sri Lanka,37,Bowling Allrounder ,Left Handed Bat ,Right-arm fast-medium,6,166,84,37,10,133,74,30,203,2338,1204,422,278,2086,794,307,75,140,61,40,20.3,19.98,23.15,19.18,73.03,112.09,151.64,137.46,21,176,88,23,4,84,64,26,0,11,8,1,1,10,3,0,0,1,0,0,0,0,0,0,954,653,20,11,4.11,5900,5740,28,175,5.84,1102,1717,1,51,9.35,698,1016,0,31,8.73
218,Isuru Udana,Sri Lanka,38,Bowling Allrounder ,Right Handed Bat ,Left-arm fast-medium,0,21,35,10,0,18,25,4,0,237,256,15,0,249,186,11,0,78,84,10,0,16.93,18.29,5,0,95.19,137.64,136.37,0,17,16,1,0,10,14,1,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,950,2,18,6.27,631,915,1,27,8.7,174,282,0,8,9.72
219,Jeevan Mendis,Sri Lanka,43,Bowling Allrounder ,Left Handed Bat ,Right-arm legbreak,0,58,22,3,0,44,15,3,0,636,208,23,0,769,174,27,0,72,43,12,0,18.71,18.91,7.67,0,82.71,119.55,85.19,0,48,18,0,0,13,6,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1204,2,28,5.15,210,249,0,12,7.11,30,36,0,1,7.2
220,Kusal Perera,Sri Lanka,36,WK-Batsman ,Left Handed Bat,,22,116,95,2,41,111,93,2,1177,3237,2335,14,1629,3484,1757,13,153,135,101,14,30.97,30.25,26.24,7,72.26,92.92,132.90,107.70,151,362,227,3,12,52,72,0,5,12,6,1,7,17,16,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Kusal Mendis,Sri Lanka,31,WK-Batsman ,Right Handed Bat,,75,155,109,1,139,152,109,1,4836,4962,2694,20,8258,5653,2069,10,245,143,86,20,36.36,35.44,26.16,20,58.57,87.78,130.21,200.00,581,506,241,1,55,81,101,2,15,15,8,0,23,36,20,0,10,6,0,0,1,0,0,0,132,118,1,1,5.36,20,28,0,0,8.4,0,0,0,0,0,0,0,0,0,0
222,Suranga Lakmal,Sri Lanka,39,Bowler ,Right Handed Bat ,Right-arm medium,70,86,11,0,109,48,6,0,935,244,7,0,1936,404,11,0,42,26,5,0,11.13,9.38,2.33,0,48.30,60.40,63.64,0,114,18,1,0,12,3,0,0,21,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12437,6229,439,171,3.01,3881,3534,36,109,5.46,208,330,0,8,9.52,0,0,0,0,0
223,Lasith Malinga,Sri Lanka,43,Bowler ,Right Handed Bat ,Right-arm fast,30,226,84,122,37,120,33,25,275,567,136,88,619,761,161,99,64,56,27,17,11.46,6.83,6.48,5.5,44.43,74.51,84.48,88.89,36,45,9,6,6,21,5,5,9,26,8,6,1,1,0,0,0,0,0,0,0,0,0,0,5209,3349,112,101,3.86,10936,9759,103,338,5.35,1799,2225,1,107,7.42,2827,3365,8,170,7.14
224,Jeffrey Vandersay,Sri Lanka,36,Bowler ,Right Handed Bat ,Right-arm legbreak,2,31,17,0,4,18,10,0,71,132,35,0,77,265,40,0,53,25,8,0,17.75,11,11.67,0,92.21,49.82,87.50,0,10,6,3,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,288,250,0,5,5.21,1425,1267,6,48,5.33,368,489,1,8,7.97,0,0,0,0,0
225,Nuwan Pradeep,Sri Lanka,39,Bowler ,Right Handed Bat ,Right-arm fast-medium,28,49,16,0,50,25,6,0,132,35,10,0,361,83,15,0,17,7,8,0,4,4.38,10,0,36.57,42.17,66.67,0,19,3,1,0,0,1,0,0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5077,3003,130,70,3.55,2345,2339,20,63,5.98,278,436,0,15,9.41,0,0,0,0,0
226,Charith Asalanka,Sri Lanka,29,Batting Allrounder ,Left Handed Bat ,Right-arm offbreak,3,84,76,0,6,76,74,0,88,2779,1456,0,171,3065,1156,0,29,127,80,0,14.67,42.11,22.4,0,51.47,90.67,125.96,0,11,229,100,0,3,64,68,0,0,5,7,0,0,17,6,0,0,5,0,0,0,0,0,0,25,16,0,0,3.84,775,646,4,19,5,191,248,0,7,7.79,0,0,0,0,0
227,Dinesh Chandimal,Sri Lanka,36,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,93,157,69,0,166,142,62,0,6534,3854,1066,0,12968,5192,1030,0,206,111,66,0,42.99,31.59,19.38,0,50.39,74.23,103.50,0,685,264,90,0,46,43,22,0,8,11,0,0,36,24,6,0,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Akila Dananjaya,Sri Lanka,32,Bowler ,Left Handed Bat ,Right-arm offbreak,6,42,33,1,10,32,16,1,135,323,65,4,254,451,72,5,43,50,11,4,16.88,12.42,8.13,0,53.15,71.62,90.28,80.00,14,29,7,0,0,3,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1385,819,33,33,3.55,2115,1809,6,59,5.13,701,965,1,30,8.26,24,47,0,0,11.75
229,Asitha Fernando,Sri Lanka,29,Bowler ,Right Handed Bat ,Right-arm fast-medium,28,31,7,0,41,10,3,0,59,7,11,0,261,32,5,0,11,3,10,0,2.95,1.75,0,0,22.61,21.88,220.00,0,10,0,2,0,1,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4498,2594,103,97,3.46,1262,1249,6,39,5.94,120,208,0,4,10.4,0,0,0,0,0
230,Wanindu Hasaranga,Sri Lanka,29,Bowling Allrounder ,Right Handed Bat ,Right-arm legbreak,4,70,98,37,7,58,79,19,196,1142,831,81,227,1039,658,88,59,80,71,18,28,23.31,13.4,5.4,86.35,109.92,126.30,92.05,29,103,82,7,1,36,18,1,0,3,8,5,1,5,2,0,0,0,0,0,0,0,0,0,674,403,8,4,3.59,3305,2807,26,113,5.1,2184,2560,2,161,7.03,798,1119,1,46,8.41
231,Lahiru Kumara,Sri Lanka,29,Bowler ,Left Handed Bat ,Right-arm fast-medium,37,32,26,0,56,19,6,0,190,62,10,0,636,140,11,0,13,10,4,0,5.59,5.64,3.33,0,29.88,44.29,90.91,0,29,8,2,0,1,1,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6044,3925,141,107,3.9,1299,1404,4,42,6.48,544,755,1,33,8.33,0,0,0,0,0
232,Prabath Jayasuriya,Sri Lanka,34,Bowler ,Right Handed Bat ,Left-arm orthodox,25,2,0,0,40,2,0,0,293,10,0,0,882,13,0,0,28,10,0,0,7.92,10,0,0,33.22,76.93,0,0,30,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8152,4288,209,134,3.16,96,95,0,0,5.94,0,0,0,0,0,0,0,0,0,0
233,Pathum Nissanka,Sri Lanka,28,Batsman ,Right Handed Bat,,19,78,94,10,33,78,93,10,1310,2999,2699,278,2311,3366,2099,175,187,210,107,62,42.26,41.08,30.33,27.8,56.69,89.10,128.59,158.86,150,376,276,33,5,37,78,12,0,6,8,0,7,19,19,2,4,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Matheesha Pathirana,Sri Lanka,23,Bowler ,Right Handed Bat ,Right-arm fast,0,12,28,33,0,7,11,0,0,11,19,0,0,35,37,0,0,5,6,0,0,2.2,3.17,0,0,31.43,51.36,0,0,2,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,616,2,17,7.28,521,736,1,40,8.48,710,1025,0,47,8.66
235,Bhanuka Rajapaksa,Sri Lanka,34,WK-Batsman ,Left Handed Bat ,Right-arm medium,0,5,45,13,0,5,40,13,0,89,744,277,0,85,570,191,0,65,77,50,0,17.8,22.55,21.31,0,104.71,130.53,145.03,0,14,64,22,0,2,31,15,0,3,3,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Sadeera Samarawickrama,Sri Lanka,31,WK-Batsman ,Right Handed Bat,,9,55,19,0,14,50,17,0,308,1456,259,0,407,1607,240,0,104,108,61,0,23.69,32.36,17.27,0,75.68,90.61,107.92,0,40,148,27,0,2,8,2,0,3,5,2,0,0,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Kasun Rajitha,Sri Lanka,33,Bowler ,Right Handed Bat ,Right-arm fast-medium,18,34,18,0,26,19,8,0,145,117,31,0,582,184,53,0,22,33,9,0,6.9,9.75,10.33,0,24.92,63.59,58.50,0,16,14,2,0,0,1,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,1730,105,55,3.29,1527,1554,5,43,6.11,396,615,1,17,9.32,0,0,0,0,0
238,Dasun Shanaka,Sri Lanka,35,Batting Allrounder ,Right Handed Bat ,Right-arm medium,6,71,134,10,12,63,121,8,140,1299,2008,89,276,1420,1549,72,66,108,76,29,14,22.4,20.92,12.71,50.73,91.48,129.64,123.62,9,103,136,5,7,42,112,5,2,6,16,1,1,4,9,0,0,2,0,0,0,0,0,0,762,431,19,13,3.39,1056,999,3,27,5.68,851,1167,1,46,8.23,36,60,0,1,10
239,Nuwan Thushara,Sri Lanka,32,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,0,30,8,0,0,10,0,0,0,10,0,0,0,29,0,0,0,6,0,0,0,5,0,0,0,34.49,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,815,3,36,8.16,180,283,0,9,9.43
240,Maheesh Theekshana,Sri Lanka,26,Bowler ,Right Handed Bat ,Right-arm offbreak,2,60,86,38,3,34,40,6,59,345,112,17,149,624,182,34,38,38,14,7,19.67,16.43,4.31,5.67,39.60,55.29,61.54,50.00,6,24,7,0,1,3,2,1,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,365,188,10,5,3.09,2949,2240,20,81,4.56,1944,2292,1,84,7.07,876,1207,1,36,8.27
241,Dunith Wellalage,Sri Lanka,23,Bowling Allrounder ,Left Handed Bat ,Left-arm orthodox,1,34,17,0,2,27,12,0,29,453,137,0,47,538,121,0,18,67,43,0,14.5,21.57,19.57,0,61.71,84.21,113.23,0,3,36,15,0,0,12,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,35,1,0,2.69,1499,1275,3,41,5.1,381,480,0,20,7.56,0,0,0,0,0
242,Tamim Iqbal,Bangladesh,37,Batsman ,Left Handed Bat,,70,243,78,0,134,240,78,0,5134,8357,1758,0,8852,10642,1500,0,206,158,103,0,38.89,36.65,24.08,0,58.00,78.53,117.20,0,656,925,189,0,41,103,45,0,11,19,6,0,31,56,7,0,10,14,1,0,1,0,0,0,30,20,0,0,4,6,13,0,0,13,0,0,0,0,0,0,0,0,0,0
243,Soumya Sarkar,Bangladesh,33,Batsman ,Left Handed Bat ,Right-arm medium,16,86,89,0,30,81,88,0,831,2488,1494,0,1442,2653,1224,0,149,169,68,0,27.7,31.9,17.79,0,57.63,93.79,122.06,0,109,281,149,0,9,62,55,0,2,9,13,0,4,15,5,0,1,3,0,0,0,0,0,0,508,336,3,4,3.97,612,620,2,17,6.08,288,451,0,12,9.4,0,0,0,0,0
244,Sabbir Rahman,Bangladesh,34,Batsman ,Right Handed Bat ,Right-arm legbreak,11,66,48,0,22,59,47,0,481,1333,977,0,875,1461,819,0,66,102,80,0,24.05,25.63,23.26,0,54.98,91.24,119.30,0,56,153,92,0,6,24,29,0,5,5,3,0,4,6,4,0,0,1,0,0,0,0,0,0,144,98,1,0,4.08,306,345,0,3,6.76,73,79,0,6,6.49,0,0,0,0,0
245,Mahmudullah,Bangladesh,40,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,50,239,141,0,94,209,130,0,2914,5689,2443,0,5456,7330,2083,0,150,128,64,0,33.11,36.47,23.49,0,53.41,77.62,117.29,0,338,426,184,0,24,107,77,0,11,10,5,0,16,32,8,0,5,4,0,0,0,0,0,0,3423,1958,56,43,3.43,4380,3810,14,82,5.22,950,1135,2,41,7.17,0,0,0,0,0
246,Shakib Al,Bangladesh,39,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,71,247,129,71,130,234,126,52,4609,7570,2551,793,7473,9138,2104,637,217,134,84,66,37.78,37.11,23.19,19.83,61.68,82.85,121.25,124.49,556,699,258,73,28,54,53,21,6,12,9,4,31,56,13,2,5,9,0,0,1,0,0,0,15675,7803,487,246,2.99,12575,9360,102,317,4.47,2745,3116,3,149,6.81,1484,1839,1,63,7.44
247,Mosaddek Hossain,Bangladesh,30,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,4,49,34,0,8,40,32,0,173,801,390,0,375,913,344,0,75,86,48,0,28.83,28.61,17.73,0,46.14,87.74,113.38,0,13,74,26,0,4,17,11,0,1,1,4,0,1,5,0,0,0,0,0,0,0,0,0,0,162,87,2,0,3.22,1250,1061,3,19,5.09,331,398,1,18,7.21,0,0,0,0,0
248,Mohammad Saifuddin,Bangladesh,29,Bowling Allrounder ,Left Handed Bat ,Right-arm fast-medium,0,30,51,0,0,19,30,0,0,362,304,0,0,422,248,0,0,51,39,0,0,36.2,19,0,0,85.79,122.59,0,0,29,22,0,0,6,14,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,1310,8,42,5.87,1042,1487,0,57,8.56,0,0,0,0,0
249,Mehidy Hasan,Bangladesh,28,Bowling Allrounder ,Right Handed Bat ,Right-arm offbreak,60,125,34,0,107,93,29,0,2308,1889,418,0,4599,2494,358,0,104,112,46,0,23.79,23.61,16.72,0,50.19,75.75,116.76,0,263,155,37,0,26,30,10,0,6,5,2,0,10,7,0,0,2,2,0,0,0,0,0,0,13903,7133,369,225,3.08,6119,4800,46,132,4.71,468,667,0,18,8.55,0,0,0,0,0
250,Mushfiqur Rahim,Bangladesh,39,WK-Batsman ,Right Handed Bat,,105,274,102,0,193,256,93,0,6876,7795,1500,0,14189,9780,1305,0,219,144,72,0,38.85,36.26,19.23,0,48.47,79.71,114.95,0,787,617,126,0,39,100,37,0,13,12,8,0,29,49,6,0,14,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Litton Das,Bangladesh,31,WK-Batsman ,Right Handed Bat,,56,104,122,1,97,103,120,1,3356,2869,2703,4,5598,3355,2131,4,141,176,83,4,34.96,30.2,23.5,4,59.95,85.52,126.85,100.00,401,293,263,1,25,51,83,0,5,16,6,0,20,14,16,0,6,5,0,0,0,0,0,0,12,13,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Mohammad Mithun,Bangladesh,35,WK-Batsman ,Right Handed Bat,,10,34,17,0,18,30,13,0,333,714,127,0,752,921,136,0,67,73,47,0,18.5,27.46,10.58,0,44.29,77.53,93.39,0,32,61,10,0,3,16,4,0,4,2,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,6,0,0,0,0,0,0,0,0,0,0
253,Mashrafe Mortaza,Bangladesh,42,Bowler ,Right Handed Bat ,Right-arm fast-medium,36,220,54,1,67,158,39,1,797,1787,377,2,1186,2041,278,2,79,51,36,2,12.85,13.75,13.46,0,67.21,87.56,135.62,100.00,95,149,28,0,22,62,23,0,12,15,6,0,3,1,0,0,0,0,0,0,0,0,0,0,5990,3239,202,78,3.24,10928,8897,123,270,4.88,1139,1528,1,42,8.05,24,58,0,0,14.5
254,Rubel Hossain,Bangladesh,36,Bowler ,Right Handed Bat ,Right-arm fast-medium,27,104,28,0,47,53,15,0,265,144,20,0,603,277,36,0,45,17,8,0,9.46,4.97,4,0,43.95,51.99,55.56,0,34,14,1,0,4,2,0,0,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4223,2764,73,36,3.93,4678,4427,29,129,5.68,579,912,0,28,9.45,0,0,0,0,0
