,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
1739,Frank Hearne,South Africa,90,Batsman ,Right Handed Bat,,6,0,0,0,10,0,0,0,168,0,0,0,0,0,0,0,30,0,0,0,16.8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,40,0,2,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,Charles Mills,South Africa,80,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,21,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,83,7,2,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Dante Parkin,South Africa,63,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,82,4,3,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,Tommy Routledge,South Africa,60,Batsman ,Right Handed Bat ,Right-arm medium,4,0,0,0,8,0,0,0,72,0,0,0,0,0,0,0,24,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Clarence Wimble,South Africa,68,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Frederick Cook,South Africa,45,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,Robert Gleeson,South Africa,45,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Charles Hime,South Africa,71,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,31,4,1,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,Bonnor Middleton,South Africa,48,Batsman ,Right Handed Bat,,6,0,0,0,12,0,0,0,52,0,0,0,0,0,0,0,22,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,442,61,24,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,Robert Poore,South Africa,72,Batsman ,Right Handed Bat,,3,0,0,0,6,0,0,0,76,0,0,0,0,0,0,0,20,0,0,0,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,Jimmy Sinclair,South Africa,36,Batsman ,Right Handed Bat ,Right-arm fast-medium,25,0,0,0,47,0,0,0,1069,0,0,0,226,0,0,0,106,0,0,0,23.24,0,0,0,473.01,0,0,0,42,0,0,0,16,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3719,1996,110,63,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Joseph Willoughby,South Africa,77,Batsman ,Right Handed Bat ,Right-arm fast,2,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,159,12,6,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,Billy Frank,South Africa,72,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,52,3,1,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Clement Johnson,South Africa,37,Batsman ,Right Handed Bat ,Right-arm fast-medium,1,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,57,12,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,George Rowe,South Africa,75,Batsman ,Right Handed Bat ,Left-arm orthodox,5,0,0,0,9,0,0,0,26,0,0,0,0,0,0,0,13,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,456,50,15,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,George Shepstone,South Africa,64,Batsman ,Right Handed Bat ,Right-arm fast,2,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,21,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,47,9,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,George Glover,South Africa,68,Batsman ,Right Handed Bat ,Right-arm offbreak,1,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,28,4,1,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,Alfred Richards,South Africa,36,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,Arthur Seccull,South Africa,76,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,37,2,2,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,Murray Bisset,South Africa,55,Batsman ,Right Handed Bat ,Left-arm orthodox,3,0,0,0,6,0,0,0,103,0,0,0,0,0,0,0,35,0,0,0,25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,Robert Dower,South Africa,88,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,Howard Francis,South Africa,67,Batsman ,Right Handed Bat,,2,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,29,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,Robert Graham,South Africa,68,Batsman ,Right Handed Bat ,Right-arm medium,2,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,127,13,3,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,William Solomon,South Africa,92,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Vincent Tancred,South Africa,28,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,18,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,Frederick Kuys,South Africa,83,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,31,4,2,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,Albert Powell,South Africa,75,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,1,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,Charles Prince,South Africa,74,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,William Shalders,South Africa,37,Batsman ,Right Handed Bat ,Right-arm medium,12,0,0,0,23,0,0,0,355,0,0,0,0,0,0,0,42,0,0,0,16.14,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,3,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,Maitland Hathorn,South Africa,42,Batsman ,Right Handed Bat,,12,0,0,0,20,0,0,0,325,0,0,0,36,0,0,0,102,0,0,0,17.11,0,0,0,902.78,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,Charlie Llewellyn,South Africa,87,Batsman ,Left Handed Bat,,15,0,0,0,28,0,0,0,544,0,0,0,423,0,0,0,90,0,0,0,20.15,0,0,0,128.61,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2362,1421,55,48,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Dave Nourse,South Africa,69,Batsman ,Left Handed Bat ,Left-arm medium,45,0,0,0,83,0,0,0,2234,0,0,0,705,0,0,0,111,0,0,0,29.79,0,0,0,316.88,0,0,0,94,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,3234,1553,120,41,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Charlie Smith,South Africa,74,Batsman ,Right Handed Bat,,3,0,0,0,6,0,0,0,106,0,0,0,0,0,0,0,45,0,0,0,21.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,Henry Taberer,South Africa,61,Batsman ,Right Handed Bat ,Right-arm fast,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,2,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,Louis Tancred,South Africa,57,Batsman ,Right Handed Bat,,14,0,0,0,26,0,0,0,530,0,0,0,0,0,0,0,97,0,0,0,21.2,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,George Thornton,South Africa,71,Batsman ,Left Handed Bat ,Left-arm orthodox,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Biddy Anderson,South Africa,51,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,43,0,0,0,0,0,0,0,32,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,Johannes Kotze,South Africa,51,Batsman ,Right Handed Bat ,Right-arm fast,3,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0.4,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,243,8,6,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,Percy Twentyman,South Africa,77,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Aubrey Faulkner,South Africa,48,Batsman ,Right Handed Bat ,Right-arm legbreak,25,0,0,0,47,0,0,0,1754,0,0,0,1256,0,0,0,204,0,0,0,40.79,0,0,0,139.65,0,0,0,125,0,0,0,3,0,0,0,2,0,0,0,8,0,0,0,4,0,0,0,1,0,0,0,4227,2180,124,82,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Reggie Schwarz,South Africa,43,Batsman ,Right Handed Bat,,20,0,0,0,35,0,0,0,374,0,0,0,258,0,0,0,61,0,0,0,13.85,0,0,0,144.97,0,0,0,21,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2639,1417,66,55,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,Percy Sherwell,South Africa,67,Batsman ,Right Handed Bat,,13,0,0,0,22,0,0,0,427,0,0,0,337,0,0,0,115,0,0,0,23.72,0,0,0,126.71,0,0,0,57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Tip Snooke,South Africa,85,Batsman ,Right Handed Bat ,Right-arm fast-medium,26,0,0,0,46,0,0,0,1008,0,0,0,600,0,0,0,103,0,0,0,22.4,0,0,0,168.00,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1620,702,62,35,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Bert Vogler,South Africa,69,Batsman ,Right Handed Bat,,15,0,0,0,26,0,0,0,340,0,0,0,8,0,0,0,65,0,0,0,17,0,0,0,4250.00,0,0,0,15,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2764,1455,96,64,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Gordon White,South Africa,36,Batsman ,Right Handed Bat ,Right-arm legbreak,17,0,0,0,31,0,0,0,872,0,0,0,0,0,0,0,147,0,0,0,30.07,0,0,0,0,0,0,0,55,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,498,301,14,9,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Stanley Snooke,South Africa,80,Batsman ,Right Handed Bat,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,Tom Campbell,South Africa,42,Batsman ,Right Handed Bat,,5,0,0,0,9,0,0,0,90,0,0,0,0,0,0,0,48,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Mick Commaille,South Africa,73,Batsman ,Right Handed Bat,,12,0,0,0,22,0,0,0,355,0,0,0,0,0,0,0,47,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Louis Stricker,South Africa,75,Batsman ,Right Handed Bat,,13,0,0,0,24,0,0,0,344,0,0,0,446,0,0,0,48,0,0,0,14.33,0,0,0,77.14,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,105,3,1,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Billy Zulch,South Africa,38,Batsman ,Right Handed Bat ,Right-arm medium,16,0,0,0,32,0,0,0,983,0,0,0,837,0,0,0,150,0,0,0,32.77,0,0,0,117.45,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,24,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Claude Floquet,South Africa,79,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Sid Pegler,South Africa,84,Batsman ,Right Handed Bat,,16,0,0,0,28,0,0,0,356,0,0,0,172,0,0,0,35,0,0,0,15.48,0,0,0,206.98,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,1572,84,47,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Pompey Norton,South Africa,87,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,4,4,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Sivert Samuelson,South Africa,74,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,64,2,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Ormy Pearse,South Africa,68,Batsman ,Right Handed Bat ,Right-arm medium,3,0,0,0,6,0,0,0,55,0,0,0,126,0,0,0,31,0,0,0,9.17,0,0,0,43.66,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,106,0,3,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Rolland Beaumont,South Africa,74,Batsman ,Right Handed Bat,,5,0,0,0,9,0,0,0,70,0,0,0,0,0,0,0,31,0,0,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Gerald Hartigan,South Africa,70,Batsman ,Right Handed Bat ,Right-arm fast-medium,5,0,0,0,10,0,0,0,114,0,0,0,0,0,0,0,51,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,252,141,7,1,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Frank Mitchell,England,63,Batsman ,Right Handed Bat ,Right-arm medium,5,0,0,0,10,0,0,0,116,0,0,0,0,0,0,0,41,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,Herbie Taylor,South Africa,83,Batsman ,Right Handed Bat,,42,0,0,0,76,0,0,0,2936,0,0,0,6,0,0,0,176,0,0,0,40.78,0,0,0,48933.34,0,0,0,98,0,0,0,7,0,0,0,2,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,342,156,18,5,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Tommy Ward,South Africa,48,Batsman ,Right Handed Bat,,23,0,0,0,42,0,0,0,459,0,0,0,2,0,0,0,64,0,0,0,13.91,0,0,0,22950.00,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Claude Carter,South Africa,71,Batsman ,Right Handed Bat ,Left-arm orthodox,10,0,0,0,15,0,0,0,181,0,0,0,0,0,0,0,45,0,0,0,18.1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,694,47,28,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Harold Baumgartner,South Africa,54,Batsman ,Right Handed Bat ,Left-arm orthodox,1,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,16,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,99,3,2,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,Jimmy Blanckenberg,South Africa,133,Batsman ,Right Handed Bat ,Right-arm medium,18,0,0,0,30,0,0,0,455,0,0,0,0,0,0,0,59,0,0,0,19.78,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3888,1817,132,60,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,Alfred Cooper,South Africa,69,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Joe Cox,South Africa,85,Batsman ,Right Handed Bat ,Right-arm medium,3,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,245,24,4,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Philip Hands,South Africa,61,Batsman ,Right Handed Bat,,7,0,0,0,12,0,0,0,300,0,0,0,0,0,0,0,83,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,18,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Plum Lewis,South Africa,91,Batsman ,Right Handed Bat,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Dusty Tapscott,South Africa,51,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Claude Newberry,South Africa,11,Batsman ,Right Handed Bat,,4,0,0,0,8,0,0,0,62,0,0,0,0,0,0,0,16,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,268,15,11,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,Cec Dixon,South Africa,78,Batsman ,Right Handed Bat ,Right-arm medium,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,118,6,3,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,Len Tuckett,South Africa,77,Batsman ,Right Handed Bat ,Right-arm fast-medium,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,69,4,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,Horace Chapman,South Africa,51,Batsman ,Right Handed Bat ,Right-arm legbreak,2,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,104,1,1,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
